	protein_ac	gene_name	protein_name
570	P49257	LMAN1	LMAN1_HUMAN
571	P49755	TMED10	TMEDA_HUMAN
572	Q02252	ALDH6A1	MMSA_HUMAN
573	Q6NVY1	HIBCH	HIBCH_HUMAN
574	P21912	SDHB	SDHB_HUMAN
575	Q9NZ45	CISD1	CISD1_HUMAN
576	Q8N5C8	TAB3	TAB3_HUMAN
577	Q9NQC7	CYLD	CYLD_HUMAN
578	P42773	CDKN2C	CDN2C_HUMAN
579	Q15596	NCOA2	NCOA2_HUMAN
580	P43686	PSMC4	PRS6B_HUMAN
581	Q6NZY4	ZCCHC8	ZCHC8_HUMAN
582	Q13426	XRCC4	XRCC4_HUMAN
583	Q9Y496	KIF3A	KIF3A_HUMAN
584	Q02221	COX6A2	CX6A2_HUMAN
585	Q969T3	SNX21	SNX21_HUMAN
586	Q99758	ABCA3	ABCA3_HUMAN
587	Q3KR37	GRAMD1B	ASTRB_HUMAN
588	Q96CP6	GRAMD1A	ASTRA_HUMAN
589	Q16537	PPP2R5E	2A5E_HUMAN
590	Q86XK7	VSIG1	VSIG1_HUMAN
591	Q8N6V9	TEX9	TEX9_HUMAN
592	Q8NEF3	CCDC112	CC112_HUMAN
593	Q9NXH9	TRMT1	TRM1_HUMAN
594	Q9P2J5	LARS	SYLC_HUMAN
595	Q7Z3S9	NOTCH2NLA	NT2NA_HUMAN
596	Q8NEG0	FAM71C	FA71C_HUMAN
597	P16104	H2AFX	H2AX_HUMAN
598	Q7KZ85	SUPT6H	SPT6H_HUMAN
599	P61158	ACTR3	ARP3_HUMAN
600	P78371	CCT2	TCPB_HUMAN
601	P51858	HDGF	HDGF_HUMAN
602	Q8NI36	WDR36	WDR36_HUMAN
603	Q86U86	PBRM1	PB1_HUMAN
604	Q969G3	SMARCE1	SMCE1_HUMAN
605	O43149	ZZEF1	ZZEF1_HUMAN
606	Q99501	GAS2L1	GA2L1_HUMAN
607	Q9P0U3	SENP1	SENP1_HUMAN
608	Q07864	POLE	DPOE1_HUMAN
609	Q13310	PABPC4	PABP4_HUMAN
610	Q13451	FKBP5	FKBP5_HUMAN
611	Q96Q40	CDK15	CDK15_HUMAN
612	P42167	TMPO	LAP2B_HUMAN
613	O96004	HAND1	HAND1_HUMAN
614	Q9H0S4	DDX47	DDX47_HUMAN
615	O95425	SVIL	SVIL_HUMAN
616	Q5JRA6	MIA3	TGO1_HUMAN
617	Q6ZMH5	SLC39A5	S39A5_HUMAN
618	Q68CZ1	RPGRIP1L	FTM_HUMAN
619	Q8N2U0	TMEM256	TM256_HUMAN
620	O14639	ABLIM1	ABLM1_HUMAN
621	Q14500	KCNJ12	KCJ12_HUMAN
622	P15884	TCF4	ITF2_HUMAN
623	Q8IXL7	MSRB3	MSRB3_HUMAN
624	P13995	MTHFD2	MTDC_HUMAN
625	Q7Z6Z7	HUWE1	HUWE1_HUMAN
626	Q15818	NPTX1	NPTX1_HUMAN
627	Q7Z4W2	LYZL2	LYZL2_HUMAN
628	P07948	LYN	LYN_HUMAN
629	Q96B97	SH3KBP1	SH3K1_HUMAN
630	Q15436	SEC23A	SC23A_HUMAN
631	Q9NZC7	WWOX	WWOX_HUMAN
632	P51610	HCFC1	HCFC1_HUMAN
633	Q15648	MED1	MED1_HUMAN
634	Q96SB4	SRPK1	SRPK1_HUMAN
635	Q9UKI2	CDC42EP3	BORG2_HUMAN
636	Q15047	SETDB1	SETB1_HUMAN
637	Q5FWF5	ESCO1	ESCO1_HUMAN
638	P02808	STATH	STAT_HUMAN
639	Q12889	OVGP1	OVGP1_HUMAN
640	Q8WUM0	NUP133	NU133_HUMAN
641	Q96EE3	SEH1L	SEH1_HUMAN
642	P07437	TUBB	TBB5_HUMAN
643	Q14160	SCRIB	SCRIB_HUMAN
644	P05455	SSB	LA_HUMAN
645	Q8WWY3	PRPF31	PRP31_HUMAN
646	P04632	CAPNS1	CPNS1_HUMAN
647	P18621	RPL17	RL17_HUMAN
648	Q9C086	INO80B	IN80B_HUMAN
649	Q86YB8	ERO1B	ERO1B_HUMAN
650	Q9Y2C2	UST	UST_HUMAN
651	P43364	MAGEA11	MAGAB_HUMAN
652	Q09472	EP300	EP300_HUMAN
653	P63104	YWHAZ	1433Z_HUMAN
654	Q08043	ACTN3	ACTN3_HUMAN
655	P25789	PSMA4	PSA4_HUMAN
656	P55211	CASP9	CASP9_HUMAN
657	Q96CA5	BIRC7	BIRC7_HUMAN
658	Q8TEW0	PARD3	PARD3_HUMAN
659	Q02952	AKAP12	AKA12_HUMAN
660	Q13043	STK4	STK4_HUMAN
661	Q7Z398	ZNF550	ZN550_HUMAN
662	Q9H4L7	SMARCAD1	SMRCD_HUMAN
663	O14640	DVL1	DVL1_HUMAN
664	Q2KHM9	KIAA0753	MOONR_HUMAN
665	P16220	CREB1	CREB1_HUMAN
666	Q147U7	SMCO1	SMCO1_HUMAN
667	Q9Y6D9	MAD1L1	MD1L1_HUMAN
668	Q99801	NKX3-1	NKX31_HUMAN
669	Q9NZU5	LMCD1	LMCD1_HUMAN
670	P0C7U0	ELFN1	ELFN1_HUMAN
671	P62136	PPP1CA	PP1A_HUMAN
672	Q9H7Z6	KAT8	KAT8_HUMAN
673	P52209	PGD	6PGD_HUMAN
674	Q01995	TAGLN	TAGL_HUMAN
675	Q9H257	CARD9	CARD9_HUMAN
676	O00767	SCD	ACOD_HUMAN
677	P51571	SSR4	SSRD_HUMAN
678	P53602	MVD	MVD1_HUMAN
679	Q92597	NDRG1	NDRG1_HUMAN
680	Q8WUD4	CCDC12	CCD12_HUMAN
681	O75325	LRRN2	LRRN2_HUMAN
682	P11362	FGFR1	FGFR1_HUMAN
683	Q93009	USP7	UBP7_HUMAN
684	Q9UQL6	HDAC5	HDAC5_HUMAN
685	O60287	URB1	NPA1P_HUMAN
686	P41218	MNDA	MNDA_HUMAN
687	Q96KN7	RPGRIP1	RPGR1_HUMAN
688	Q9UPQ9	TNRC6B	TNR6B_HUMAN
689	Q32P28	P3H1	P3H1_HUMAN
690	Q9NZL4	HSPBP1	HPBP1_HUMAN
691	O75596	CLEC3A	CLC3A_HUMAN
692	Q86U06	RBM23	RBM23_HUMAN
693	Q5T3J3	LRIF1	LRIF1_HUMAN
694	Q9H657		Q9H657_HUMAN
695	Q7Z2K6	ERMP1	ERMP1_HUMAN
696	Q96IV0	NGLY1	NGLY1_HUMAN
697	Q9UNN5	FAF1	FAF1_HUMAN
698	Q96EV8	DTNBP1	DTBP1_HUMAN
699	Q9UNK0	STX8	STX8_HUMAN
700	O60502	OGA	OGA_HUMAN
701	P01023	A2M	A2MG_HUMAN
702	Q01113	IL9R	IL9R_HUMAN
703	Q9ULG6	CCPG1	CCPG1_HUMAN
704	Q9H8G2	CAAP1	CAAP1_HUMAN
705	O43169	CYB5B	CYB5B_HUMAN
706	Q7KZN9	COX15	COX15_HUMAN
707	Q92973	TNPO1	TNPO1_HUMAN
708	O75044	SRGAP2	SRGP2_HUMAN
709	Q14541	HNF4G	HNF4G_HUMAN
710	Q9NPJ4	PNRC2	PNRC2_HUMAN
711	P36405	ARL3	ARL3_HUMAN
712	Q9Y2Y0	ARL2BP	AR2BP_HUMAN
713	O75380	NDUFS6	NDUS6_HUMAN
714	Q86Y39	NDUFA11	NDUAB_HUMAN
715	Q08357	SLC20A2	S20A2_HUMAN
716	Q9HC36	MRM3	MRM3_HUMAN
717	Q9UHA4	LAMTOR3	LTOR3_HUMAN
718	P11021	HSPA5	BIP_HUMAN
719	Q93052	LPP	LPP_HUMAN
720	Q96JG6	VPS50	VPS50_HUMAN
721	Q9UMR2	DDX19B	DD19B_HUMAN
722	O75096	LRP4	LRP4_HUMAN
723	Q7Z2X4	PID1	PCLI1_HUMAN
724	P25787	PSMA2	PSA2_HUMAN
725	P28070	PSMB4	PSB4_HUMAN
726	P00338	LDHA	LDHA_HUMAN
727	P13804	ETFA	ETFA_HUMAN
728	O00233	PSMD9	PSMD9_HUMAN
729	Q9Y2J4	AMOTL2	AMOL2_HUMAN
730	O00358	FOXE1	FOXE1_HUMAN
731	O60264	SMARCA5	SMCA5_HUMAN
732	Q9BS26	ERP44	ERP44_HUMAN
733	P62316	SNRPD2	SMD2_HUMAN
734	P67809	YBX1	YBOX1_HUMAN
735	P04792	HSPB1	HSPB1_HUMAN
736	Q86UC2	RSPH3	RSPH3_HUMAN
737	O95551	TDP2	TYDP2_HUMAN
738	Q96FW1	OTUB1	OTUB1_HUMAN
739	A0PJI9	C10orf12	A0PJI9_HUMAN
740	Q96KQ7	EHMT2	EHMT2_HUMAN
741	O14939	PLD2	PLD2_HUMAN
742	Q8TDQ0	HAVCR2	HAVR2_HUMAN
743	Q86X19	TMEM17	TMM17_HUMAN
744	Q9UET6	FTSJ1	TRM7_HUMAN
745	O95076	ALX3	ALX3_HUMAN
746	Q8IVL5	P3H2	P3H2_HUMAN
747	Q14498	RBM39	RBM39_HUMAN
748	Q5VWX1	KHDRBS2	KHDR2_HUMAN
749	P09382	LGALS1	LEG1_HUMAN
750	Q92905	COPS5	CSN5_HUMAN
751	Q9BRJ7	NUDT16L1	TIRR_HUMAN
752	O15055	PER2	PER2_HUMAN
753	Q00987	MDM2	MDM2_HUMAN
754	Q02962	PAX2	PAX2_HUMAN
755	Q9UQF2	MAPK8IP1	JIP1_HUMAN
756	P53370	NUDT6	NUDT6_HUMAN
757	Q9BUE6	ISCA1	ISCA1_HUMAN
758	Q15649	ZNHIT3	ZNHI3_HUMAN
759	Q9NWK9	ZNHIT6	BCD1_HUMAN
760	P78318	IGBP1	IGBP1_HUMAN
761	Q9Y266	NUDC	NUDC_HUMAN
762	Q9BZS1	FOXP3	FOXP3_HUMAN
763	O00443	PIK3C2A	P3C2A_HUMAN
764	P57678	GEMIN4	GEMI4_HUMAN
765	Q0VDD8	DNAH14	DYH14_HUMAN
766	Q13557	CAMK2D	KCC2D_HUMAN
767	O75155	CAND2	CAND2_HUMAN
768	Q15386	UBE3C	UBE3C_HUMAN
769	P60880	SNAP25	SNP25_HUMAN
770	P40222	TXLNA	TXLNA_HUMAN
771	Q9NX55	HYPK	HYPK_HUMAN
772	Q9BZZ5	API5	API5_HUMAN
773	Q70Z53	FRA10AC1	F10C1_HUMAN
774	Q9UPY6	WASF3	WASF3_HUMAN
775	Q04637	EIF4G1	IF4G1_HUMAN
776	P18146	EGR1	EGR1_HUMAN
777	P78337	PITX1	PITX1_HUMAN
778	Q5H9I0	TFDP3	TFDP3_HUMAN
779	Q9UKA4	AKAP11	AKA11_HUMAN
780	O94927	HAUS5	HAUS5_HUMAN
781	Q9H6Z9	EGLN3	EGLN3_HUMAN
782	O95999	BCL10	BCL10_HUMAN
783	Q9HAT8	PELI2	PELI2_HUMAN
784	Q5T1M5	FKBP15	FKB15_HUMAN
785	P42704	LRPPRC	LPPRC_HUMAN
786	Q15910	EZH2	EZH2_HUMAN
787	P08235	NR3C2	MCR_HUMAN
788	Q92786	PROX1	PROX1_HUMAN
789	Q8IV63	VRK3	VRK3_HUMAN
790	Q9UJU5	FOXD3	FOXD3_HUMAN
791	P17544	ATF7	ATF7_HUMAN
792	Q02930	CREB5	CREB5_HUMAN
793	Q13485	SMAD4	SMAD4_HUMAN
794	Q6FHJ7	SFRP4	SFRP4_HUMAN
795	Q8TBB1	LNX1	LNX1_HUMAN
796	Q9BQD3	KXD1	KXDL1_HUMAN
797	Q8N448	LNX2	LNX2_HUMAN
798	Q9NSI5	IGSF5	IGSF5_HUMAN
799	Q06187	BTK	BTK_HUMAN
800	Q16082	HSPB2	HSPB2_HUMAN
801	Q07001	CHRND	ACHD_HUMAN
802	Q8IYS2	KIAA2013	K2013_HUMAN
803	P01137	TGFB1	TGFB1_HUMAN
804	P07942	LAMB1	LAMB1_HUMAN
805	O75116	ROCK2	ROCK2_HUMAN
806	O94776	MTA2	MTA2_HUMAN
807	P35711	SOX5	SOX5_HUMAN
808	Q7L5N1	COPS6	CSN6_HUMAN
809	Q9UKA1	FBXL5	FBXL5_HUMAN
810	P30279	CCND2	CCND2_HUMAN
811	Q13185	CBX3	CBX3_HUMAN
812	Q07954	LRP1	LRP1_HUMAN
813	Q8TF76	HASPIN	HASP_HUMAN
814	O00560	SDCBP	SDCB1_HUMAN
815	P56192	MARS	SYMC_HUMAN
816	Q7Z388	DPY19L4	D19L4_HUMAN
817	Q93034	CUL5	CUL5_HUMAN
818	P55317	FOXA1	FOXA1_HUMAN
819	Q96LA8	PRMT6	ANM6_HUMAN
820	Q07890	SOS2	SOS2_HUMAN
821	Q5HYK7	SH3D19	SH319_HUMAN
822	P55039	DRG2	DRG2_HUMAN
823	Q15022	SUZ12	SUZ12_HUMAN
824	Q92522	H1FX	H1X_HUMAN
825	P31689	DNAJA1	DNJA1_HUMAN
826	P53671	LIMK2	LIMK2_HUMAN
827	Q5VTD9	GFI1B	GFI1B_HUMAN
828	Q96EP0	RNF31	RNF31_HUMAN
829	Q8IWE4	DCUN1D3	DCNL3_HUMAN
830	Q7L4P6	BEND5	BEND5_HUMAN
831	Q9NSA3	CTNNBIP1	CNBP1_HUMAN
832	O00308	WWP2	WWP2_HUMAN
833	P63279	UBE2I	UBC9_HUMAN
834	Q16204	CCDC6	CCDC6_HUMAN
835	O43809	NUDT21	CPSF5_HUMAN
836	Q04724	TLE1	TLE1_HUMAN
837	P15880	RPS2	RS2_HUMAN
838	P40429	RPL13A	RL13A_HUMAN
839	Q71F23	CENPU	CENPU_HUMAN
840	Q9BU64	CENPO	CENPO_HUMAN
841	P16070	CD44	CD44_HUMAN
842	P11171	EPB41	41_HUMAN
843	P61923	COPZ1	COPZ1_HUMAN
844	O43290	SART1	SNUT1_HUMAN
845	P62314	SNRPD1	SMD1_HUMAN
846	Q8NCT1	ARRDC4	ARRD4_HUMAN
847	Q8NFH4	NUP37	NUP37_HUMAN
848	P38936	CDKN1A	CDN1A_HUMAN
849	P05556	ITGB1	ITB1_HUMAN
850	P53708	ITGA8	ITA8_HUMAN
851	P47755	CAPZA2	CAZA2_HUMAN
852	Q6JBY9	RCSD1	CPZIP_HUMAN
853	Q5TBB1	RNASEH2B	RNH2B_HUMAN
854	P49821	NDUFV1	NDUV1_HUMAN
855	Q9Y2R0	COA3	COA3_HUMAN
856	Q9P270	SLAIN2	SLAI2_HUMAN
857	Q9Y5I2	PCDHA10	PCDAA_HUMAN
858	P35221	CTNNA1	CTNA1_HUMAN
859	P48039	MTNR1A	MTR1A_HUMAN
860	Q8NDF8	TENT4B	PAPD5_HUMAN
861	Q8TD26	CHD6	CHD6_HUMAN
862	Q9NWT1	PAK1IP1	PK1IP_HUMAN
863	P60953	CDC42	CDC42_HUMAN
864	Q6ZUM4	ARHGAP27	RHG27_HUMAN
865	Q9Y508	RNF114	RN114_HUMAN
866	Q02818	NUCB1	NUCB1_HUMAN
867	Q8TBF2	PRXL2B	PXL2B_HUMAN
868	P40692	MLH1	MLH1_HUMAN
869	P43361	MAGEA8	MAGA8_HUMAN
870	B0FP48	UPK3BL1	UPK3L_HUMAN
871	O43291	SPINT2	SPIT2_HUMAN
872	P42226	STAT6	STAT6_HUMAN
873	O75582	RPS6KA5	KS6A5_HUMAN
874	Q12824	SMARCB1	SNF5_HUMAN
875	P41250	GARS1	GARS_HUMAN
876	Q9H8Y8	GORASP2	GORS2_HUMAN
877	O43474	KLF4	KLF4_HUMAN
878	P17947	SPI1	SPI1_HUMAN
879	Q13224	GRIN2B	NMDE2_HUMAN
880	Q8TCU5	GRIN3A	NMD3A_HUMAN
881	A0A0A6YYG9	ARPC4-TTLL3	A0A0A6YYG9_HUMAN
882	Q9BPX5	ARPC5L	ARP5L_HUMAN
883	Q99547	MPHOSPH6	MPH6_HUMAN
884	Q9H7Z7	PTGES2	PGES2_HUMAN
885	Q9UG63	ABCF2	ABCF2_HUMAN
886	Q6UXL0	IL20RB	I20RB_HUMAN
887	Q9UHF4	IL20RA	I20RA_HUMAN
888	Q8WV44	TRIM41	TRI41_HUMAN
889	Q9BS34	ZNF670	ZN670_HUMAN
890	O00148	DDX39A	DX39A_HUMAN
891	Q00796	SORD	DHSO_HUMAN
892	Q15233	NONO	NONO_HUMAN
893	Q92769	HDAC2	HDAC2_HUMAN
894	P25685	DNAJB1	DNJB1_HUMAN
895	P14784	IL2RB	IL2RB_HUMAN
896	P11473	VDR	VDR_HUMAN
897	Q9Y3M8	STARD13	STA13_HUMAN
898	P49815	TSC2	TSC2_HUMAN
899	Q9BPZ7	MAPKAP1	SIN1_HUMAN
900	P09619	PDGFRB	PGFRB_HUMAN
901	Q13232	NME3	NDK3_HUMAN
902	Q3SYG4	BBS9	PTHB1_HUMAN
903	P67775	PPP2CA	PP2AA_HUMAN
904	Q14681	KCTD2	KCTD2_HUMAN
905	Q92572	AP3S1	AP3S1_HUMAN
906	Q9Y279	VSIG4	VSIG4_HUMAN
907	Q03164	KMT2A	KMT2A_HUMAN
908	Q92793	CREBBP	CBP_HUMAN
909	P07951	TPM2	TPM2_HUMAN
910	P51572	BCAP31	BAP31_HUMAN
911	O14786	NRP1	NRP1_HUMAN
912	Q14103	HNRNPD	HNRPD_HUMAN
913	O14964	HGS	HGS_HUMAN
914	P51149	RAB7A	RAB7A_HUMAN
915	O14646	CHD1	CHD1_HUMAN
916	O75400	PRPF40A	PR40A_HUMAN
917	P20618	PSMB1	PSB1_HUMAN
918	P48556	PSMD8	PSMD8_HUMAN
919	P17568	NDUFB7	NDUB7_HUMAN
920	P39210	MPV17	MPV17_HUMAN
921	P01242	GH2	SOM2_HUMAN
922	P53582	METAP1	MAP11_HUMAN
923	P51813	BMX	BMX_HUMAN
924	P49917	LIG4	DNLI4_HUMAN
925	Q8IW19	APLF	APLF_HUMAN
926	P47813	EIF1AX	IF1AX_HUMAN
927	Q15120	PDK3	PDK3_HUMAN
928	Q96CX2	KCTD12	KCD12_HUMAN
929	P68431	H3C1	H31_HUMAN
930	Q9H0G5	NSRP1	NSRP1_HUMAN
931	P48643	CCT5	TCPE_HUMAN
932	Q14186	TFDP1	TFDP1_HUMAN
933	P49841	GSK3B	GSK3B_HUMAN
934	Q07820	MCL1	MCL1_HUMAN
935	P15498	VAV1	VAV_HUMAN
936	P68366	TUBA4A	TBA4A_HUMAN
937	O43247	TEX33	TEX33_HUMAN
938	Q9NTJ4	MAN2C1	MA2C1_HUMAN
939	P57721	PCBP3	PCBP3_HUMAN
940	Q8IU60	DCP2	DCP2_HUMAN
941	Q9NRR5	UBQLN4	UBQL4_HUMAN
942	Q9UBS4	DNAJB11	DJB11_HUMAN
943	P60033	CD81	CD81_HUMAN
944	Q15365	PCBP1	PCBP1_HUMAN
945	P04198	MYCN	MYCN_HUMAN
946	O75069	TMCC2	TMCC2_HUMAN
947	Q08117	TLE5	TLE5_HUMAN
948	Q8NEU8	APPL2	DP13B_HUMAN
949	Q9UKG1	APPL1	DP13A_HUMAN
950	O75746	SLC25A12	CMC1_HUMAN
951	P26447	S100A4	S10A4_HUMAN
952	Q9BQG1	SYT3	SYT3_HUMAN
953	Q9BU23	LMF2	LMF2_HUMAN
954	Q9NTI5	PDS5B	PDS5B_HUMAN
955	O75271		O75271_HUMAN
956	O15234	CASC3	CASC3_HUMAN
957	P13612	ITGA4	ITA4_HUMAN
958	Q6UX41	BTNL8	BTNL8_HUMAN
959	Q71U36	TUBA1A	TBA1A_HUMAN
960	Q9NUP9	LIN7C	LIN7C_HUMAN
961	P14621	ACYP2	ACYP2_HUMAN
962	Q9NS37	CREBZF	ZHANG_HUMAN
963	P68133	ACTA1	ACTS_HUMAN
964	Q15014	MORF4L2	MO4L2_HUMAN
965	P09525	ANXA4	ANXA4_HUMAN
966	Q08257	CRYZ	QOR_HUMAN
967	Q8WU79	SMAP2	SMAP2_HUMAN
968	O75449	KATNA1	KTNA1_HUMAN
969	Q96SN8	CDK5RAP2	CK5P2_HUMAN
970	Q99996	AKAP9	AKAP9_HUMAN
971	P06748	NPM1	NPM_HUMAN
972	Q9BXY0	MAK16	MAK16_HUMAN
973	Q99714	HSD17B10	HCD2_HUMAN
974	Q7Z4N8	P4HA3	P4HA3_HUMAN
975	Q86Y26	NUTM1	NUTM1_HUMAN
976	Q16667	CDKN3	CDKN3_HUMAN
977	Q8N1W1	ARHGEF28	ARG28_HUMAN
978	P57740	NUP107	NU107_HUMAN
979	Q6NUQ4	TMEM214	TM214_HUMAN
980	Q7Z406	MYH14	MYH14_HUMAN
981	P09493	TPM1	TPM1_HUMAN
982	P06401	PGR	PRGR_HUMAN
983	Q9Y618	NCOR2	NCOR2_HUMAN
984	P62714	PPP2CB	PP2AB_HUMAN
985	Q13322	GRB10	GRB10_HUMAN
986	P27986	PIK3R1	P85A_HUMAN
987	P46108	CRK	CRK_HUMAN
988	P25786	PSMA1	PSA1_HUMAN
989	Q9GZU8	FAM192A	PIP30_HUMAN
990	P31327	CPS1	CPSM_HUMAN
991	Q6R327	RICTOR	RICTR_HUMAN
992	Q8N474	SFRP1	SFRP1_HUMAN
993	Q9P206	KIAA1522	K1522_HUMAN
994	O15498	YKT6	YKT6_HUMAN
995	P40337	VHL	VHL_HUMAN
996	P40763	STAT3	STAT3_HUMAN
997	P11802	CDK4	CDK4_HUMAN
998	P55789	GFER	ALR_HUMAN
999	O15105	SMAD7	SMAD7_HUMAN
1000	O75925	PIAS1	PIAS1_HUMAN
1001	P47756	CAPZB	CAPZB_HUMAN
1002	Q7KZI7	MARK2	MARK2_HUMAN
1003	Q8WUZ0	BCL7C	BCL7C_HUMAN
1004	Q9H040	SPRTN	SPRTN_HUMAN
1005	P62913	RPL11	RL11_HUMAN
1006	P28482	MAPK1	MK01_HUMAN
1007	P07910	HNRNPC	HNRPC_HUMAN
1008	P10515	DLAT	ODP2_HUMAN
1009	O95478	NSA2	NSA2_HUMAN
1010	Q9H6F5	CCDC86	CCD86_HUMAN
1011	P22314	UBA1	UBA1_HUMAN
1012	Q6ZNA4	RNF111	RN111_HUMAN
1013	P68363	TUBA1B	TBA1B_HUMAN
1014	Q08209	PPP3CA	PP2BA_HUMAN
1015	P09104	ENO2	ENOG_HUMAN
1016	Q9BX70	BTBD2	BTBD2_HUMAN
1017	Q9NZ63	C9orf78	TLS1_HUMAN
1018	O75674	TOM1L1	TM1L1_HUMAN
1019	P41221	WNT5A	WNT5A_HUMAN
1020	P62805	H4C1	H4_HUMAN
1021	Q9C005	DPY30	DPY30_HUMAN
1022	P40227	CCT6A	TCPZ_HUMAN
1023	Q8NHY2	COP1	COP1_HUMAN
1024	A0JNW5	UHRF1BP1L	UH1BL_HUMAN
1025	Q8WUE5	CT55	CT55_HUMAN
1026	P24385	CCND1	CCND1_HUMAN
1027	Q9UJK0	TSR3	TSR3_HUMAN
1028	P29372	MPG	3MG_HUMAN
1029	Q71RC2	LARP4	LARP4_HUMAN
1030	O43597	SPRY2	SPY2_HUMAN
1031	Q86VN1	VPS36	VPS36_HUMAN
1032	Q9GZY0	NXF2	NXF2_HUMAN
1033	Q9NUL3	STAU2	STAU2_HUMAN
1034	O14776	TCERG1	TCRG1_HUMAN
1035	P46063	RECQL	RECQ1_HUMAN
1036	Q9H944	MED20	MED20_HUMAN
1037	Q13563	PKD2	PKD2_HUMAN
1038	Q496F6	CD300E	CLM2_HUMAN
1039	Q6WKZ4	RAB11FIP1	RFIP1_HUMAN
1040	Q9ULH1	ASAP1	ASAP1_HUMAN
1041	Q9BVG8	KIFC3	KIFC3_HUMAN
1042	Q9ULP9	TBC1D24	TBC24_HUMAN
1043	Q92585	MAML1	MAML1_HUMAN
1044	O95476	CTDNEP1	CNEP1_HUMAN
1045	O95897	OLFM2	NOE2_HUMAN
1046	P83731	RPL24	RL24_HUMAN
1047	Q96SL4	GPX7	GPX7_HUMAN
1048	Q9P016	THYN1	THYN1_HUMAN
1049	O43847	NRDC	NRDC_HUMAN
1050	Q08380	LGALS3BP	LG3BP_HUMAN
1051	Q8IV32	CCDC71	CCD71_HUMAN
1052	P06213	INSR	INSR_HUMAN
1053	P17706	PTPN2	PTN2_HUMAN
1054	Q8N4S0	CCDC82	CCD82_HUMAN
1055	Q96E22	NUS1	NGBR_HUMAN
1056	Q9Y5I4	PCDHAC2	PCDC2_HUMAN
1057	Q96CS3	FAF2	FAF2_HUMAN
1058	P34897	SHMT2	GLYM_HUMAN
1059	Q86WA6	BPHL	BPHL_HUMAN
1060	P84095	RHOG	RHOG_HUMAN
1061	P62837	UBE2D2	UB2D2_HUMAN
1062	Q76N89	HECW1	HECW1_HUMAN
1063	Q7Z7F0	KHDC4	KHDC4_HUMAN
1064	Q9UHF3	NAT8B	NAT8B_HUMAN
1065	P04406	GAPDH	G3P_HUMAN
1066	P54136	RARS	SYRC_HUMAN
1067	Q12904	AIMP1	AIMP1_HUMAN
1068	Q15819	UBE2V2	UB2V2_HUMAN
1069	Q15554	TERF2	TERF2_HUMAN
1070	Q69YI7	NAIF1	NAIF1_HUMAN
1071	P06731	CEACAM5	CEAM5_HUMAN
1072	Q01844	EWSR1	EWS_HUMAN
1073	P62273	RPS29	RS29_HUMAN
1074	P63220	RPS21	RS21_HUMAN
1075	P09105	HBQ1	HBAT_HUMAN
1076	Q8TAC1	RFESD	RFESD_HUMAN
1077	P0C1Z6	TFPT	TFPT_HUMAN
1078	Q86Y13	DZIP3	DZIP3_HUMAN
1079	Q04837	SSBP1	SSBP_HUMAN
1080	Q96Q27	ASB2	ASB2_HUMAN
1081	P05107	ITGB2	ITB2_HUMAN
1082	P05129	PRKCG	KPCG_HUMAN
1083	P10070	GLI2	GLI2_HUMAN
1084	Q9NRP7	STK36	STK36_HUMAN
1085	P33240	CSTF2	CSTF2_HUMAN
1086	Q9NS73	MBIP	MBIP1_HUMAN
1087	Q12988	HSPB3	HSPB3_HUMAN
1088	Q8N6Y0	USHBP1	USBP1_HUMAN
1089	Q96GM5	SMARCD1	SMRD1_HUMAN
1090	P52272	HNRNPM	HNRPM_HUMAN
1091	O60282	KIF5C	KIF5C_HUMAN
1092	Q86YM7	HOMER1	HOME1_HUMAN
1093	P26640	VARS	SYVC_HUMAN
1094	P31146	CORO1A	COR1A_HUMAN
1095	P22736	NR4A1	NR4A1_HUMAN
1096	P10415	BCL2	BCL2_HUMAN
1097	Q8IZY5	BLID	BLID_HUMAN
1098	Q9UDY4	DNAJB4	DNJB4_HUMAN
1099	P11831	SRF	SRF_HUMAN
1100	Q15418	RPS6KA1	KS6A1_HUMAN
1101	O00629	KPNA4	IMA3_HUMAN
1102	P21980	TGM2	TGM2_HUMAN
1103	P16066	NPR1	ANPRA_HUMAN
1104	Q6VMQ6	ATF7IP	MCAF1_HUMAN
1105	P52799	EFNB2	EFNB2_HUMAN
1106	Q6P5Z2	PKN3	PKN3_HUMAN
1107	P01730	CD4	CD4_HUMAN
1108	O75553	DAB1	DAB1_HUMAN
1109	Q03989	ARID5A	ARI5A_HUMAN
1110	Q8N128	FAM177A1	F177A_HUMAN
1111	Q9H4E5	RHOJ	RHOJ_HUMAN
1112	P40259	CD79B	CD79B_HUMAN
1113	Q5BVD1	TTMP	TTMP_HUMAN
1114	P51787	KCNQ1	KCNQ1_HUMAN
1115	Q9Y6J6	KCNE2	KCNE2_HUMAN
1116	P53990	IST1	IST1_HUMAN
1117	Q9UH99	SUN2	SUN2_HUMAN
1118	P26651	ZFP36	TTP_HUMAN
1119	Q92844	TANK	TANK_HUMAN
1120	P14373	TRIM27	TRI27_HUMAN
1121	Q8IXS8	FAM126B	F126B_HUMAN
1122	Q8NCK5		Q8NCK5_HUMAN
1123	Q9UKS6	PACSIN3	PACN3_HUMAN
1124	P27482	CALML3	CALL3_HUMAN
1125	Q8NCR3	C11orf65	CK065_HUMAN
1126	O00203	AP3B1	AP3B1_HUMAN
1127	P55075	FGF8	FGF8_HUMAN
