	drug_id	protein_ac
21483	DB10770	P01375
21484	DB10772	P05230
21485	DB10772	P00533
21486	DB10772	P15509
21487	DB10772	P01584
21488	DB10772	P05231
21489	DB10772	P01579
21490	DB10772	P21802
21491	DB10772	P16234
21492	DB10772	P37173
21493	DB10772	P01137
21494	DB10772	P01375
21495	DB10772	P15692
21496	DB11059	P11166
21497	DB11064	P06401
21498	DB11064	P10275
21499	DB11064	P03372
21500	DB11071	P23219
21501	DB11071	P35354
21502	DB11075	P16422
21503	DB11077	P22413
21504	DB11077	Q9BUP3
21505	DB11079	P23219
21506	DB11079	P35354
21507	DB11081	P00367
21508	DB11085	P07202
21509	DB11085	Q9ULX7
21510	DB11085	P35218
21511	DB11085	Q16790
21512	DB11085	O43570
21513	DB11085	Q9Y2D0
21514	DB11085	P00918
21515	DB11087	O75469
21516	DB11090	Q12809
21517	DB11093	P41180
21518	DB11093	P27797
21519	DB11093	Q99828
21520	DB11093	O75340
21521	DB11093	P30626
21522	DB11093	Q99653
21523	DB11093	P09486
21524	DB11093	P27824
21525	DB11093	P35556
21526	DB11093	P04271
21527	DB11093	O14958
21528	DB11093	Q15493
21529	DB11093	Q9UBV8
21530	DB11093	P06703
21531	DB11093	P13693
21532	DB11093	O75838
21533	DB11093	Q99584
21534	DB11093	P31415
21535	DB11093	Q02818
21536	DB11093	P80303
21537	DB11093	P0DP23
21538	DB11093	Q75N90
21539	DB11093	P28676
21540	DB11093	Q9ULU8
21541	DB11093	P0DP24
21542	DB11093	P0DP25
21543	DB11093	Q96FQ6
21544	DB11093	P22676
21545	DB11093	Q13938
21546	DB11093	Q86UW7
21547	DB11093	Q96L12
21548	DB11093	Q9ULB1
21549	DB11093	P62166
21550	DB11094	P11473
21551	DB11094	P02774
21552	DB11113	P43115
21553	DB11113	P35408
21554	DB11120	P28482
21555	DB11124	P35348
21556	DB11124	P35368
21557	DB11124	P08913
21558	DB11124	P18089
21559	DB11124	P18825
21560	DB11124	P08588
21561	DB11124	P07550
21562	DB11124	P25100
21563	DB11124	P13945
21564	DB11130	P41143
21565	DB11130	P41145
21566	DB11130	P35372
21567	DB11131	Q8NER1
21568	DB11132	Q9UEW3
21569	DB11133	P37231
21570	DB11133	Q07869
21571	DB11133	P36956
21572	DB11136	P00167
21573	DB11148	Q06432
21574	DB11148	P54289
21575	DB11148	Q9NY47
21576	DB11148	Q8IZS8
21577	DB11148	Q13936
21578	DB11148	Q01668
21579	DB11148	O60840
21580	DB11148	Q13698
21581	DB11148	Q02641
21582	DB11148	Q08289
21583	DB11148	P54284
21584	DB11148	O00305
21585	DB11148	Q00975
21586	DB11148	O00555
21587	DB11148	O43497
21588	DB11148	O95180
21589	DB11148	Q9P0X4
21590	DB11148	P48048
21591	DB11148	P78508
21592	DB11148	Q14654
21593	DB11148	Q14500
21594	DB11148	Q9UNX9
21595	DB11148	Q99712
21596	DB11148	Q15842
21597	DB11155	P34913
21598	DB11155	P07099
21599	DB11156	Q9HC97
21600	DB11156	P11229
21601	DB11157	P35908
21602	DB11157	Q9UQF2
21603	DB11157	Q99456
21604	DB11157	O75342
21605	DB11160	P14416
21606	DB11160	P21918
21607	DB11160	P21728
21608	DB11160	P21917
21609	DB11160	P35367
21610	DB11166	P00734
21611	DB11166	P00742
21612	DB11181	P11229
21613	DB11181	P08172
21614	DB11181	P20309
21615	DB11181	P08173
21616	DB11181	P08912
21617	DB11186	Q99720
21618	DB11186	Q12809
21619	DB11186	P41145
21620	DB11186	P35372
21621	DB11186	P11229
21622	DB11186	P08172
21623	DB11186	P42785
21624	DB11193	O00206
21625	DB11201	P23219
21626	DB11201	P35354
21627	DB11217	P14679
21628	DB11219	P06401
21629	DB11219	P10275
21630	DB11219	Q92731
21631	DB11219	P03372
21632	DB11221	P04278
21633	DB11235	P35367
21634	DB11235	P11229
21635	DB11235	P08172
21636	DB11235	P20309
21637	DB11235	P08173
21638	DB11235	P08912
21639	DB11254	P11387
21640	DB11254	P21980
21641	DB11254	P14679
21642	DB11254	P09917
21643	DB11273	P08908
21644	DB11273	P28222
21645	DB11273	P28221
21646	DB11273	P28566
21647	DB11273	P30939
21648	DB11273	P28223
21649	DB11273	P41595
21650	DB11273	P28335
21651	DB11273	P46098
21652	DB11273	O95264
21653	DB11273	Q8WXA8
21654	DB11273	Q70Z44
21655	DB11273	A5X5Y0
21656	DB11273	Q13639
21657	DB11273	P50406
21658	DB11273	P34969
21659	DB11273	P08588
21660	DB11273	P07550
21661	DB11273	P13945
21662	DB11273	P35348
21663	DB11273	P35368
21664	DB11273	P25100
21665	DB11273	P08913
21666	DB11273	P18089
21667	DB11273	P18825
21668	DB11274	P14416
21669	DB11274	P21728
21670	DB11274	P21918
21671	DB11274	P35462
21672	DB11275	P21728
21673	DB11275	P21918
21674	DB11275	P14416
21675	DB11275	P35462
21676	DB11275	P21917
21677	DB11278	P08588
21678	DB11278	P08913
21679	DB11278	P35348
21680	DB11278	P35368
21681	DB11278	P25100
21682	DB11278	P18089
21683	DB11278	P18825
21684	DB11278	P07550
21685	DB11278	P13945
21686	DB11294	P04439
21687	DB11300	P25116
21688	DB11300	Q96RI0
21689	DB11300	P03951
21690	DB11300	P00488
21691	DB11300	P05160
21692	DB11300	P02671
21693	DB11300	P02675
21694	DB11300	P02679
21695	DB11300	P12259
21696	DB11300	P00451
21697	DB11311	P02671
21698	DB11311	P02675
21699	DB11311	P00488
21700	DB11311	Q96IY4
21701	DB11323	P23219
21702	DB11323	P35354
21703	DB11324	Q8NER1
21704	DB11327	P35228
21705	DB11327	P35354
21706	DB11328	Q9UNN8
21707	DB11338	P19320
21708	DB11338	P02778
21709	DB11338	P02452
21710	DB11338	P15509
21711	DB11345	Q8NER1
21712	DB11345	Q8NET8
21713	DB11345	O75762
21714	DB11345	Q7Z2W7
21715	DB11348	P41180
21716	DB11348	P27797
21717	DB11348	Q99828
21718	DB11348	O75340
21719	DB11348	P30626
21720	DB11348	Q99653
21721	DB11348	P09486
21722	DB11348	P27824
21723	DB11348	P35556
21724	DB11348	P04271
21725	DB11348	O14958
21726	DB11348	Q15493
21727	DB11348	Q9UBV8
21728	DB11348	P06703
21729	DB11348	P13693
21730	DB11348	O75838
21731	DB11348	Q99584
21732	DB11348	P31415
21733	DB11348	Q02818
21734	DB11348	P80303
21735	DB11348	P0DP23
21736	DB11348	Q75N90
21737	DB11348	P28676
21738	DB11348	Q9ULU8
21739	DB11348	P0DP24
21740	DB11348	P0DP25
21741	DB11348	Q96FQ6
21742	DB11348	P22676
21743	DB11348	Q13938
21744	DB11348	Q86UW7
21745	DB11348	Q96L12
21746	DB11348	Q9ULB1
21747	DB11348	P62166
21748	DB11359	P02768
21749	DB11359	P00915
21750	DB11359	P00918
21751	DB11362	P43119
21752	DB11363	Q9UM73
21753	DB11363	P07949
21754	DB11363	P35968
21755	DB11386	Q12809
21756	DB11397	P02787
21757	DB11397	P06276
21758	DB11421	Q494W8
21759	DB11429	P10275
21760	DB11447	P10275
21761	DB11477	P08913
21762	DB11477	P18089
21763	DB11477	P18825
21764	DB11478	P03372
21765	DB11478	P04278
21766	DB11496	P07202
21767	DB11541	P03372
21768	DB11560	Q96S37
21769	DB11560	Q9NSA0
21770	DB11569	Q16552
21771	DB11571	P12259
21772	DB11571	P00451
21773	DB11571	P03951
21774	DB11571	P00488
21775	DB11571	P05160
21776	DB11571	P02671
21777	DB11571	P02675
21778	DB11571	P02679
21779	DB11572	P03951
21780	DB11572	P00451
21781	DB11572	P12259
21782	DB11572	P00488
21783	DB11572	P05160
21784	DB11572	P02671
21785	DB11572	P02675
21786	DB11572	P02679
21787	DB11577	P35869
21788	DB11577	P35348
21789	DB11577	P35368
21790	DB11577	P25100
21791	DB11577	P08913
21792	DB11577	P18089
21793	DB11577	P18825
21794	DB11580	P01031
21795	DB11581	P10415
21796	DB11581	Q07817
21797	DB11581	Q92843
21798	DB11582	P14867
21799	DB11582	P47869
21800	DB11582	P34903
21801	DB11582	P48169
21802	DB11582	P31644
21803	DB11582	Q16445
21804	DB11582	P18505
21805	DB11582	P47870
21806	DB11582	P28472
21807	DB11582	O14764
21808	DB11582	P78334
21809	DB11582	Q8N1C3
21810	DB11582	P18507
21811	DB11582	Q99928
21812	DB11582	O00591
21813	DB11582	Q9UN88
21814	DB11582	P23415
21815	DB11582	O14788
21816	DB11584	P21728
21817	DB11584	P21918
21818	DB11587	P07550
21819	DB11588	P02144
21820	DB11590	Q99707
21821	DB11590	Q9UPY5
21822	DB11590	P54710
21823	DB11590	P08913
21824	DB11590	P31645
21825	DB11590	P23975
21826	DB11590	P50406
21827	DB11590	P18089
21828	DB11590	P35462
21829	DB11590	P18825
21830	DB11590	P10635
21831	DB11590	P0DMS8
21832	DB11590	P27361
21833	DB11590	O43570
21834	DB11590	P22748
21835	DB11590	Q8N1Q1
21836	DB11590	P07451
21837	DB11590	P35218
21838	DB11590	Q9ULX7
21839	DB11590	P43166
21840	DB11590	Q9Y2D0
21841	DB11590	P23280
21842	DB11590	Q9NR96
21843	DB11591	P35367
21844	DB11595	Q9NZQ7
21845	DB11597	A6PZ59
21846	DB11598	P01008
21847	DB11601	O60603
21848	DB11605	Q96RI1
21849	DB11605	O75469
21850	DB11605	Q07869
21851	DB11606	P04275
21852	DB11607	P04275
21853	DB11611	P20701
21854	DB11611	P05107
21855	DB11611	P05362
21856	DB11614	P25105
21857	DB11614	P35367
21858	DB11619	P04278
21859	DB11619	P06401
21860	DB11619	P04150
21861	DB11619	P10275
21862	DB11619	P30968
21863	DB11619	P03372
21864	DB11623	P08473
21865	DB11626	P19438
21866	DB11626	P20333
21867	DB11632	P21964
21868	DB11633	Q12809
21869	DB11633	Q13936
21870	DB11633	P48051
21871	DB11633	Q92806
21872	DB11633	Q14654
21873	DB11633	P22460
21874	DB11633	Q9UK17
21875	DB11633	P51787
21876	DB11633	Q14524
21877	DB11635	P08183
21878	DB11638	P63261
21879	DB11638	P49419
21880	DB11638	P07355
21881	DB11638	P25705
21882	DB11638	O75964
21883	DB11638	P48047
21884	DB11638	P20810
21885	DB11638	P49368
21886	DB11638	P23528
21887	DB11638	O00299
21888	DB11638	P21291
21889	DB11638	Q16555
21890	DB11638	P15924
21891	DB11638	P68104
21892	DB11638	P06733
21893	DB11638	P21333
21894	DB11638	Q9C0B1
21895	DB11638	P11413
21896	DB11638	O14556
21897	DB11638	P06744
21898	DB11638	P22626
21899	DB11638	Q14103
21900	DB11638	P61978
21901	DB11638	Q5SSJ5
21902	DB11638	P04792
21903	DB11638	P46940
21904	DB11638	Q92945
21905	DB11638	P00338
21906	DB11638	P07195
21907	DB11638	P09382
21908	DB11638	P27816
21909	DB11638	P40925
21910	DB11638	P55786
21911	DB11638	P07737
21912	DB11638	P00558
21913	DB11638	P14618
21914	DB11638	P62937
21915	DB11638	Q06830
21916	DB11638	P27635
21917	DB11638	P50914
21918	DB11638	Q07020
21919	DB11638	P62750
21920	DB11638	P42766
21921	DB11638	P36578
21922	DB11638	P62277
21923	DB11638	P08708
21924	DB11638	P62269
21925	DB11638	P39019
21926	DB11638	P62857
21927	DB11638	P46782
21928	DB11638	P62753
21929	DB11638	P62241
21930	DB11638	P46781
21931	DB11638	Q15637
21932	DB11638	P23246
21933	DB11638	P62316
21934	DB11638	P37108
21935	DB11638	Q08170
21936	DB11638	Q01995
21937	DB11638	P37802
21938	DB11638	P60174
21939	DB11638	P09493
21940	DB11638	Q71U36
21941	DB11638	P08670
21942	DB11638	Q15942
21943	DB11638	P11142
21944	DB11638	Q9BUF5
21945	DB11638	P04350
21946	DB11638	P07437
21947	DB11638	P04075
21948	DB11638	P04406
21949	DB11638	P99999
21950	DB11638	P18669
21951	DB11638	P35579
21952	DB11638	P07237
21953	DB11638	P17844
21954	DB11638	P34897
21955	DB11638	Q13838
21956	DB11638	P06748
21957	DB11638	P02768
21958	DB11639	Q13873
21959	DB11639	P36894
21960	DB11640	Q09470
21961	DB11640	O43525
21962	DB11640	O43526
21963	DB11640	O95259
21964	DB11640	P16389
21965	DB11640	P17658
21966	DB11640	P22001
21967	DB11640	P22459
21968	DB11640	P22460
21969	DB11640	P48547
21970	DB11640	P51787
21971	DB11640	P56696
21972	DB11640	Q03721
21973	DB11640	Q12809
21974	DB11640	Q14003
21975	DB11640	Q14721
21976	DB11640	Q16322
21977	DB11640	Q6PIU1
21978	DB11640	Q8NCM2
21979	DB11640	Q8TAE7
21980	DB11640	Q8TDN1
21981	DB11640	Q8TDN2
21982	DB11640	Q92953
21983	DB11640	Q96KK3
21984	DB11640	Q96L42
21985	DB11640	Q96PR1
21986	DB11640	Q96RP8
21987	DB11640	Q9BQ31
21988	DB11640	Q9H252
21989	DB11640	Q9H3M0
21990	DB11640	Q9NR82
21991	DB11640	Q9NS40
21992	DB11640	Q9NSA2
21993	DB11640	Q9NZV8
21994	DB11640	Q9UIX4
21995	DB11640	Q9UJ96
21996	DB11640	Q9UK17
21997	DB11640	Q9ULD8
21998	DB11640	Q9ULS6
21999	DB11640	Q9UQ05
22000	DB11641	P07437
22001	DB11641	P04350
22002	DB11641	P68371
22003	DB11641	Q13509
22004	DB11641	Q13885
22005	DB11641	Q3ZCM7
22006	DB11641	Q9BUF5
22007	DB11641	Q9BVA1
22008	DB11641	Q9H4B7
22009	DB11642	Q9Y5N1
22010	DB11642	Q12809
22011	DB11642	P35367
22012	DB11644	P02766
22013	DB11652	P04626
22014	DB11653	Q01726
22015	DB11653	Q01718
22016	DB11660	P43088
22017	DB11672	P37231
22018	DB11672	P11473
22019	DB11672	O15440
22020	DB11672	P16152
22021	DB11672	P09211
22022	DB11674	Q92731
22023	DB11674	P04278
22024	DB11691	P35372
22025	DB11691	P41143
22026	DB11691	P41145
22027	DB11692	P29371
22028	DB11693	P63098
22029	DB11693	Q96LZ3
22030	DB11699	P46098
22031	DB11699	P31645
22032	DB11699	P08912
22033	DB11699	P36544
22034	DB11699	P17787
22035	DB11699	P43681
22036	DB11699	P02708
22037	DB11699	P07510
22038	DB11699	P11230
22039	DB11699	Q07001
22040	DB11699	P32297
22041	DB11699	P08908
22042	DB11699	O95264
22043	DB11699	Q13639
22044	DB11699	P23415
22045	DB11699	P23416
22046	DB11699	P48167
22047	DB11703	Q06187
22048	DB11703	P51813
22049	DB11703	P42680
22050	DB11703	P42681
22051	DB11703	Q15303
22052	DB11703	P07948
22053	DB11712	P13569
22054	DB11714	Q9NZQ7
22055	DB11714	P33681
22056	DB11718	P15056
22057	DB11718	P24385
22058	DB11723	P27487
22059	DB11726	P36544
22060	DB11730	P11802
22061	DB11730	Q00534
22062	DB11731	P00533
22063	DB11731	P07437
22064	DB11737	P00533
22065	DB11738	P08913
22066	DB11738	P18089
22067	DB11738	P18825
22068	DB11738	Q9Y2I1
22069	DB11738	P35348
22070	DB11740	P30291
22071	DB11753	O95342
22072	DB11753	P46721
22073	DB11753	Q9Y6L6
22074	DB11755	P21554
22075	DB11755	P34972
22076	DB11755	Q9Y2T6
22077	DB11755	P08908
22078	DB11755	Q9Y5S1
22079	DB11755	Q7Z2W7
22080	DB11755	O75762
22081	DB11760	P09874
22082	DB11760	Q9UGN5
22083	DB11767	P08887
22084	DB11767	P12314
22085	DB11767	P12318
22086	DB11767	P31994
22087	DB11767	P08637
22088	DB11767	O75015
22089	DB11767	P40189
22090	DB11772	P42336
22091	DB11781	P55786
22092	DB11781	P09960
22093	DB11793	P09874
22094	DB11793	Q9UGN5
22095	DB11793	O95271
22096	DB11793	Q9UKK3
22097	DB11793	Q9Y6F1
22098	DB11811	P37231
22099	DB11817	P23458
22100	DB11817	O60674
22101	DB11817	Q14289
22102	DB11817	P52333
22103	DB11817	P29597
22104	DB11823	Q05586
22105	DB11823	Q12879
22106	DB11823	Q13224
22107	DB11823	Q14957
22108	DB11823	O15399
22109	DB11823	Q8TCU5
22110	DB11823	O60391
22111	DB11823	P13639
22112	DB11823	P23560
22113	DB11823	Q16620
22114	DB11827	P31639
22115	DB11827	P13866
22116	DB11827	Q9NY91
22117	DB11828	P00533
22118	DB11828	P04626
22119	DB11828	Q15303
22120	DB11828	P35968
22121	DB11828	P00519
22122	DB11828	P07333
22123	DB11828	P16591
22124	DB11828	P09769
22125	DB11828	O14976
22126	DB11828	P06239
22127	DB11828	P12931
22128	DB11828	P35590
22129	DB11828	P07947
22130	DB11828	O94806
22131	DB11828	Q9Y6R4
22132	DB11828	O94804
22133	DB11828	Q00536
22134	DB11828	Q13188
22135	DB11828	Q13043
22136	DB11828	P06241
22137	DB11828	Q12852
22138	DB11828	O00506
22139	DB11828	Q9Y4K4
22140	DB11828	Q9Y2U5
22141	DB11828	P14616
22142	DB11828	Q9H2G2
22143	DB11828	Q14680
22144	DB11828	O60285
22145	DB11828	Q9Y2H9
22146	DB11828	Q9UKE5
22147	DB11828	Q9H0K1
22148	DB11828	Q9NRP7
22149	DB11828	Q9H2K8
22150	DB11828	Q9BZL6
22151	DB11828	Q9P289
22152	DB11828	Q9NY57
22153	DB11828	Q9NQU5
22154	DB11828	Q8IU85
22155	DB11828	Q15349
22156	DB11828	Q56UN5
22157	DB11828	P36507
22158	DB11828	Q9BYT3
22159	DB11828	Q9H093
22160	DB11828	P80192
22161	DB11828	Q8TDR2
22162	DB11828	Q9NYL2
22163	DB11828	Q8NE63
22164	DB11828	Q13163
22165	DB11828	O14733
22166	DB11828	O95819
22167	DB11828	Q05397
22168	DB11828	Q14289
22169	DB11828	P57059
22170	DB11828	P0C1S8
22171	DB11828	Q6XUX3
22172	DB11828	Q12866
22173	DB11828	Q06187
22174	DB11828	P06213
22175	DB11828	P52333
22176	DB11828	P08581
22177	DB11828	Q02763
22178	DB11828	O96017
22179	DB11828	Q07912
22180	DB11828	Q9P2K8
22181	DB11828	Q8N4C8
22182	DB11828	Q92918
22183	DB11828	O14757
22184	DB11828	P78368
22185	DB11828	P51617
22186	DB11828	P30530
22187	DB11828	P51451
22188	DB11828	P50613
22189	DB11828	P49674
22190	DB11828	P21860
22191	DB11828	P07332
22192	DB11828	P08631
22193	DB11828	P07948
22194	DB11828	Q99759
22195	DB11828	Q16584
22196	DB11828	Q02779
22197	DB11828	Q04912
22198	DB11828	P51955
22199	DB11828	P51956
22200	DB11828	Q13153
22201	DB11828	Q13177
22202	DB11828	Q15139
22203	DB11828	P45983
22204	DB11828	P53779
22205	DB11828	Q02750
22206	DB11828	Q15418
22207	DB11828	P43405
22208	DB11828	P42681
22209	DB11828	P30291
22210	DB11828	Q9Y6E0
22211	DB11828	Q8IVH8
22212	DB11828	P36888
22213	DB11828	O94768
22214	DB11828	P41240
22215	DB11828	Q9Y6M4
22216	DB11828	O15197
22217	DB11828	Q12851
22218	DB11828	O43283
22219	DB11828	Q9UEE5
22220	DB11830	Q13547
22221	DB11830	O15379
22222	DB11830	Q92769
22223	DB11831	P16455
22224	DB11831	P09211
22225	DB11834	Q9NPF7
22226	DB11834	P29460
22227	DB11842	P30556
22228	DB11842	P50052
22229	DB11855	P11229
22230	DB11855	P08172
22231	DB11855	P20309
22232	DB11855	P08173
22233	DB11855	P08912
22234	DB11858	Q9Y271
22235	DB11858	Q9NS75
22236	DB11859	P14867
22237	DB11859	P47869
22238	DB11859	P34903
22239	DB11859	P48169
22240	DB11859	P31644
22241	DB11859	Q16445
22242	DB11859	P18505
22243	DB11859	P47870
22244	DB11859	P28472
22245	DB11859	O14764
22246	DB11859	P78334
22247	DB11859	Q8N1C3
22248	DB11859	P18507
22249	DB11859	Q99928
22250	DB11859	O00591
22251	DB11859	Q9UN88
22252	DB11901	P10275
22253	DB11901	P14867
22254	DB11901	P47869
22255	DB11901	P34903
22256	DB11901	P48169
22257	DB11901	P31644
22258	DB11901	Q16445
22259	DB11901	P18505
22260	DB11901	P47870
22261	DB11901	P28472
22262	DB11901	O14764
22263	DB11901	P78334
22264	DB11901	Q8N1C3
22265	DB11901	P18507
22266	DB11901	Q99928
22267	DB11901	O00591
22268	DB11901	Q9UN88
22269	DB11914	P35225
22270	DB11914	Q4VB53
22271	DB11915	Q99870
22272	DB11915	Q05940
22273	DB11921	P04150
22274	DB11937	P35869
22275	DB11937	Q9HC97
22276	DB11945	Q9NZQ7
22277	DB11948	P10745
22278	DB11949	P25103
22279	DB11952	P48736
22280	DB11952	O00329
22281	DB11963	P00533
22282	DB11967	P05231
22283	DB11967	P01375
22284	DB11967	P01584
22285	DB11967	Q13233
22286	DB11967	P36507
22287	DB11973	P01133
22288	DB11973	P54760
22289	DB11973	P04626
22290	DB11978	Q99835
22291	DB11979	P30968
22292	DB11988	P11836
22293	DB11994	Q13133
22294	DB11994	P55055
22295	DB11994	P09917
22296	DB11994	P05177
22297	DB11994	P08684
22298	DB11994	Q9HB55
22299	DB11994	P20815
22300	DB11994	P24462
22301	DB11994	P05181
22302	DB11994	P11712
22303	DB11994	P10635
22304	DB11994	P42574
22305	DB11994	P55210
22306	DB11995	Q9UNQ0
22307	DB11995	P40238
22308	DB11995	Q8TCC7
22309	DB12001	P11802
22310	DB12001	Q00534
22311	DB12007	Q07869
22312	DB12007	P37231
22313	DB12010	P43405
22314	DB12010	P0DMS8
22315	DB12010	Q99870
22316	DB12010	O00519
22317	DB12010	Q99808
22318	DB12010	P22309
22319	DB12010	O76074
22320	DB12010	P09917
22321	DB12010	P25774
22322	DB12010	P07711
22323	DB12010	P00519
22324	DB12010	Q9UK32
22325	DB12010	P29597
22326	DB12010	Q8NI60
22327	DB12010	P23458
22328	DB12010	P08581
22329	DB12010	Q8IY84
22330	DB12010	Q9P289
22331	DB12010	P17612
22332	DB12010	Q9Y6E0
22333	DB12010	Q13188
22334	DB12010	P42680
22335	DB12010	Q9BYT3
22336	DB12010	Q8TDR2
22337	DB12010	Q9NRP7
22338	DB12010	Q15208
22339	DB12010	Q9Y2H1
22340	DB12010	Q9UEW8
22341	DB12010	Q7L7X3
22342	DB12010	Q9UL54
22343	DB12010	Q9H2K8
22344	DB12010	Q9UHD2
22345	DB12010	Q02763
22346	DB12010	Q15569
22347	DB12010	P36897
22348	DB12010	P37173
22349	DB12010	P35590
22350	DB12010	Q9UKI8
22351	DB12010	Q86UE8
22352	DB12010	Q9UKE5
22353	DB12010	Q13470
22354	DB12010	Q07912
22355	DB12010	Q59H18
22356	DB12010	Q9BXA7
22357	DB12010	P33981
22358	DB12010	P42681
22359	DB12010	Q06418
22360	DB12010	O75385
22361	DB12010	Q8IYT8
22362	DB12010	Q6PHR2
22363	DB12010	P30291
22364	DB12010	P07947
22365	DB12010	Q56UN5
22366	DB12010	Q9NYL2
22367	DB12010	P43403
22368	DB12010	Q2M2I8
22369	DB12010	P42684
22370	DB12010	Q04771
22371	DB12010	P36896
22372	DB12010	Q96D53
22373	DB12010	Q9UM73
22374	DB12010	Q8NFD2
22375	DB12010	O14965
22376	DB12010	Q96GD4
22377	DB12010	Q9UQB9
22378	DB12010	P30530
22379	DB12010	P51451
22380	DB12010	Q9NSY1
22381	DB12010	O00238
22382	DB12010	Q13873
22383	DB12010	P51813
22384	DB12010	P15056
22385	DB12010	Q06187
22386	DB12010	Q14012
22387	DB12010	Q8IU85
22388	DB12010	Q96NX5
22389	DB12010	Q9UQM7
22390	DB12010	Q13554
22391	DB12010	Q13557
22392	DB12010	Q13555
22393	DB12010	Q8N5S9
22394	DB12010	Q96RR4
22395	DB12010	O14936
22396	DB12010	P07498
22397	DB12010	P06493
22398	DB12010	Q6DT37
22399	DB12010	P11802
22400	DB12010	Q00532
22401	DB12010	Q92772
22402	DB12010	O14757
22403	DB12010	O96017
22404	DB12010	O14578
22405	DB12010	P49759
22406	DB12010	P49760
22407	DB12010	P49761
22408	DB12010	Q9HAZ1
22409	DB12010	P07333
22410	DB12010	P41240
22411	DB12010	P48729
22412	DB12010	P68400
22413	DB12010	P19784
22414	DB12010	P53355
22415	DB12010	Q9UIK4
22416	DB12010	O43293
22417	DB12010	O15075
22418	DB12010	Q8N568
22419	DB12010	Q9C098
22420	DB12010	Q08345
22421	DB12010	Q16832
22422	DB12010	Q13627
22423	DB12010	Q9Y463
22424	DB12010	P00533
22425	DB12010	Q9BQI3
22426	DB12010	P19525
22427	DB12010	Q9P2K8
22428	DB12010	P21709
22429	DB12010	P29317
22430	DB12010	P29320
22431	DB12010	P54764
22432	DB12010	P54756
22433	DB12010	Q9UF33
22434	DB12010	Q15375
22435	DB12010	P29322
22436	DB12010	P54762
22437	DB12010	P29323
22438	DB12010	P54760
22439	DB12010	O15197
22440	DB12010	P04626
22441	DB12010	Q15303
22442	DB12010	O75460
22443	DB12010	P16591
22444	DB12010	P07332
22445	DB12010	P11362
22446	DB12010	P21802
22447	DB12010	P22607
22448	DB12010	P09769
22449	DB12010	P17948
22450	DB12010	P36888
22451	DB12010	P35916
22452	DB12010	P42345
22453	DB12010	P42685
22454	DB12010	P06241
22455	DB12010	O14976
22456	DB12010	P49840
22457	DB12010	P49841
22458	DB12010	P08631
22459	DB12010	Q9H2X6
22460	DB12010	Q9H422
22461	DB12010	Q9UPZ9
22462	DB12010	O14920
22463	DB12010	Q14164
22464	DB12010	P06213
22465	DB12010	P14616
22466	DB12010	P51617
22467	DB12010	Q9Y616
22468	DB12010	Q9NWZ3
22469	DB12010	Q08881
22470	DB12010	O60674
22471	DB12010	P52333
22472	DB12010	P35968
22473	DB12010	Q9Y2K2
22474	DB12010	P10721
22475	DB12010	O95835
22476	DB12010	P06239
22477	DB12010	P53667
22478	DB12010	P53671
22479	DB12010	Q5S007
22480	DB12010	P29376
22481	DB12010	P07948
22482	DB12010	P36507
22483	DB12010	P46734
22484	DB12010	Q13163
22485	DB12010	P52564
22486	DB12010	Q13233
22487	DB12010	Q02779
22488	DB12010	Q16584
22489	DB12010	Q12852
22490	DB12010	O43283
22491	DB12010	Q6ZN16
22492	DB12010	Q9Y2U5
22493	DB12010	Q99759
22494	DB12010	Q9Y6R4
22495	DB12010	O95382
22496	DB12010	P80192
22497	DB12010	Q92918
22498	DB12010	Q12851
22499	DB12010	Q8IVH8
22500	DB12010	O95819
22501	DB12010	Q9Y4K4
22502	DB12010	P53779
22503	DB12010	O15264
22504	DB12010	Q16539
22505	DB12010	Q8TD08
22506	DB12010	P31152
22507	DB12010	Q13164
22508	DB12010	P45984
22509	DB12010	Q8IW41
22510	DB12010	Q9P0L2
22511	DB12010	Q7KZI7
22512	DB12010	P27448
22513	DB12010	Q96L34
22514	DB12010	Q7Z460
22515	DB12010	Q9Y2H9
22516	DB12010	P42679
22517	DB12010	Q14680
22518	DB12010	Q12866
22519	DB12010	Q8N4C8
22520	DB12010	Q9BUB5
22521	DB12010	Q9HBH9
22522	DB12010	Q04912
22523	DB12010	O15146
22524	DB12010	Q15746
22525	DB12010	Q9H1R3
22526	DB12010	Q32MK0
22527	DB12010	Q86YV6
22528	DB12010	Q8NEV4
22529	DB12010	Q96PY6
22530	DB12010	Q8NG66
22531	DB12010	P51955
22532	DB12010	P51956
22533	DB12010	P51957
22534	DB12010	Q6P3R8
22535	DB12010	Q8TD19
22536	DB12010	P04629
22537	DB12010	Q16620
22538	DB12010	Q16288
22539	DB12010	O60285
22540	DB12010	Q9H093
22541	DB12010	O95747
22542	DB12010	Q13153
22543	DB12010	Q13177
22544	DB12010	O75914
22545	DB12010	O96013
22546	DB12010	Q9NQU5
22547	DB12010	Q9P286
22548	DB12010	Q00536
22549	DB12010	Q00537
22550	DB12010	P16234
22551	DB12010	P09619
22552	DB12010	O15530
22553	DB12010	Q96Q40
22554	DB12010	Q16816
22555	DB12010	Q9UBF8
22556	DB12010	O00750
22557	DB12010	O75747
22558	DB12010	O00329
22559	DB12010	P48736
22560	DB12010	P11309
22561	DB12010	Q86V86
22562	DB12010	P78356
22563	DB12010	Q8TBX8
22564	DB12010	Q99640
22565	DB12010	Q16512
22566	DB12010	Q16513
