	drug_id	protein_ac
15535	DB05087	P31644
15536	DB05087	Q16445
15537	DB05088	P05067
15538	DB05091	P30518
15539	DB05092	P13612
15540	DB05095	P35354
15541	DB05096	Q14416
15542	DB05096	Q14832
15543	DB05097	Q14081
15544	DB05098	P48357
15545	DB05099	P02671
15546	DB05101	P00533
15547	DB05104	P41145
15548	DB05105	O75469
15549	DB05107	P11413
15550	DB05110	P01579
15551	DB05111	P01579
15552	DB05115	P06213
15553	DB05116	P04818
15554	DB05119	Q13093
15555	DB05120	P06213
15556	DB05122	P13612
15557	DB05122	P16144
15558	DB05122	P26010
15559	DB05125	Q02127
15560	DB05127	Q9NYK1
15561	DB05129	P11387
15562	DB05129	P11388
15563	DB05130	P41597
15564	DB05131	P00740
15565	DB05133	P01584
15566	DB05134	P07900
15567	DB05134	P08238
15568	DB05137	Q9UGM1
15569	DB05137	Q9GZZ6
15570	DB05137	P36544
15571	DB05139	Q9GZP0
15572	DB05141	O15392
15573	DB05142	Q8IW54
15574	DB05142	O00408
15575	DB05146	P35968
15576	DB05146	P10721
15577	DB05146	P16234
15578	DB05146	P09619
15579	DB05147	Q71U36
15580	DB05147	P68363
15581	DB05147	Q9BQE3
15582	DB05147	P68366
15583	DB05147	Q6PEY2
15584	DB05147	Q9H853
15585	DB05147	Q9H4B7
15586	DB05147	Q13885
15587	DB05147	Q9BVA1
15588	DB05147	P68371
15589	DB05147	Q13509
15590	DB05147	P04350
15591	DB05147	P07437
15592	DB05147	Q9BUF5
15593	DB05149	O96017
15594	DB05149	O14757
15595	DB05150	P05067
15596	DB05152	P11229
15597	DB05155	P41145
15598	DB05157	Q16539
15599	DB05157	Q15759
15600	DB05157	P53778
15601	DB05157	O15264
15602	DB05159	P41597
15603	DB05161	P08246
15604	DB05161	P24158
15605	DB05164	A1Z199
15606	DB05165	P06730
15607	DB05166	Q8TDV5
15608	DB05168	P14207
15609	DB05168	P41439
15610	DB05168	P15328
15611	DB05169	O14965
15612	DB05169	Q96GD4
15613	DB05171	Q96BI3
15614	DB05171	Q9NZ42
15615	DB05177	P09960
15616	DB05183	O14920
15617	DB05184	P08069
15618	DB05184	P12931
15619	DB05184	P00519
15620	DB05184	P42684
15621	DB05187	Q07869
15622	DB05187	Q03181
15623	DB05187	P37231
15624	DB05188	Q03181
15625	DB05190	P15056
15626	DB05190	P04049
15627	DB05191	P29274
15628	DB05192	P10828
15629	DB05194	P15509
15630	DB05194	P04141
15631	DB05194	Q16498
15632	DB05198	O14965
15633	DB05198	P35968
15634	DB05199	P17752
15635	DB05200	P10253
15636	DB05201	P21554
15637	DB05202	P04275
15638	DB05202	P07359
15639	DB05203	Q9BYF1
15640	DB05203	P00797
15641	DB05204	Q06187
15642	DB05205	P21397
15643	DB05207	P01375
15644	DB05207	P14778
15645	DB05209	A6PZ59
15646	DB05210	P27986
15647	DB05210	O00459
15648	DB05210	Q92569
15649	DB05210	P78527
15650	DB05210	P42345
15651	DB05212	P19838
15652	DB05212	Q00653
15653	DB05214	P35228
15654	DB05217	P43490
15655	DB05218	P01375
15656	DB05219	P27815
15657	DB05219	Q07343
15658	DB05219	Q08493
15659	DB05219	Q08499
15660	DB05219	P54750
15661	DB05219	Q13946
15662	DB05220	O14965
15663	DB05223	Q13547
15664	DB05223	Q92769
15665	DB05223	O15379
15666	DB05223	Q9UBN7
15667	DB05225	P20292
15668	DB05227	P28223
15669	DB05229	P43119
15670	DB05229	P35408
15671	DB05229	P43115
15672	DB05232	P35498
15673	DB05232	Q99250
15674	DB05232	Q9NY46
15675	DB05232	Q9UQD0
15676	DB05233	P03372
15677	DB05234	P10275
15678	DB05235	Q14894
15679	DB05235	P10827
15680	DB05239	Q02750
15681	DB05239	P36507
15682	DB05241	P42336
15683	DB05241	P48736
15684	DB05241	O00329
15685	DB05241	P42338
15686	DB05241	P42345
15687	DB05243	O60674
15688	DB05246	O43497
15689	DB05246	O95180
15690	DB05246	Q9P0X4
15691	DB05249	Q99062
15692	DB05252	P35228
15693	DB05253	P06401
15694	DB05254	P05121
15695	DB05254	P00749
15696	DB05255	P41180
15697	DB05255	Q5T601
15698	DB05258	P17181
15699	DB05260	P31350
15700	DB05260	P21281
15701	DB05260	P02818
15702	DB05260	P01584
15703	DB05262	P47989
15704	DB05264	P32927
15705	DB05265	Q8NFA2
15706	DB05266	P27815
15707	DB05266	Q07343
15708	DB05266	Q08493
15709	DB05266	Q08499
15710	DB05266	Q14432
15711	DB05268	P04049
15712	DB05271	P35462
15713	DB05271	P21917
15714	DB05271	P21918
15715	DB05271	P14416
15716	DB05271	P21728
15717	DB05271	P08908
15718	DB05271	P18089
15719	DB05282	O95831
15720	DB05284	P07437
15721	DB05289	Q9Y6K9
15722	DB05290	P25101
15723	DB05294	P15692
15724	DB05294	P00533
15725	DB05294	Q13882
15726	DB05294	Q02763
15727	DB05294	P07949
15728	DB05294	P41240
15729	DB05294	Q02750
15730	DB05294	P36888
15731	DB05294	P00519
15732	DB05294	P17948
15733	DB05294	P12931
15734	DB05294	P35968
15735	DB05294	P22607
15736	DB05294	Q8TDR2
15737	DB05294	P22455
15738	DB05294	P16234
15739	DB05294	P08581
15740	DB05294	P49674
15741	DB05294	O43353
15742	DB05294	P54760
15743	DB05294	Q9UK32
15744	DB05294	Q15418
15745	DB05294	O14976
15746	DB05294	Q13163
15747	DB05294	Q9NYL2
15748	DB05294	Q06187
15749	DB05294	P21709
15750	DB05294	Q92918
15751	DB05294	Q96D53
15752	DB05294	Q9BUB5
15753	DB05294	Q5VT25
15754	DB05294	P09769
15755	DB05294	P42685
15756	DB05294	P29322
15757	DB05294	P29317
15758	DB05294	P29320
15759	DB05294	O94804
15760	DB05294	O00444
15761	DB05294	P07947
15762	DB05294	Q59H18
15763	DB05294	P04626
15764	DB05294	P08631
15765	DB05294	Q9UQB9
15766	DB05294	P15735
15767	DB05294	P09619
15768	DB05294	P11362
15769	DB05294	P21802
15770	DB05294	O14578
15771	DB05294	Q8NI60
15772	DB05294	Q9Y6R4
15773	DB05294	Q9Y4K4
15774	DB05294	Q8N4C8
15775	DB05294	Q9NWZ3
15776	DB05294	P10721
15777	DB05294	Q15303
15778	DB05294	Q9UF33
15779	DB05294	Q9UKE5
15780	DB05294	Q9H2G2
15781	DB05294	Q9HBH9
15782	DB05294	O00238
15783	DB05294	Q04912
15784	DB05294	P51617
15785	DB05294	Q15375
15786	DB05294	Q13131
15787	DB05294	P07948
15788	DB05294	P54756
15789	DB05294	P54764
15790	DB05294	Q16816
15791	DB05294	P54762
15792	DB05294	Q8IVH8
15793	DB05294	Q15569
15794	DB05294	Q04771
15795	DB05294	Q6DT37
15796	DB05294	Q9Y5S2
15797	DB05294	Q6PHR2
15798	DB05294	P42684
15799	DB05294	P51451
15800	DB05294	P21860
15801	DB05294	O15197
15802	DB05294	Q9H0K1
15803	DB05294	Q9H3Y6
15804	DB05294	P50613
15805	DB05294	Q8WU08
15806	DB05294	Q9Y2K2
15807	DB05294	O75116
15808	DB05294	P06241
15809	DB05294	P07333
15810	DB05294	P35916
15811	DB05294	P57058
15812	DB05294	Q16832
15813	DB05294	Q16659
15814	DB05294	P37023
15815	DB05294	P35590
15816	DB05294	Q08345
15817	DB05294	O95819
15818	DB05294	Q06418
15819	DB05294	P06239
15820	DB05294	P29376
15821	DB05294	Q56UN5
15822	DB05294	P30530
15823	DB05294	P29323
15824	DB05294	P36507
15825	DB05294	P42681
15826	DB05294	Q9UM73
15827	DB05294	P23443
15828	DB05294	Q9BYT3
15829	DB05294	P57078
15830	DB05294	Q12851
15831	DB05294	P57059
15832	DB05294	Q12866
15833	DB05295	P11473
15834	DB05297	P10415
15835	DB05298	Q08499
15836	DB05299	P60568
15837	DB05301	Q13393
15838	DB05301	P29466
15839	DB05303	P01375
15840	DB05303	P14778
15841	DB05304	Q16790
15842	DB05304	P60568
15843	DB05305	P35225
15844	DB05308	P04818
15845	DB05309	P08620
15846	DB05311	P03952
15847	DB05316	P28223
15848	DB05316	P14416
15849	DB05316	P28335
15850	DB05317	P37268
15851	DB05317	P04035
15852	DB05319	P16422
15853	DB05327	P15121
15854	DB05332	P40238
15855	DB05337	P48060
15856	DB05339	P08908
15857	DB05343	P04271
15858	DB05345	P35367
15859	DB05351	P20648
15860	DB05351	P51164
15861	DB05351	O94760
15862	DB05361	P01008
15863	DB05361	P25116
15864	DB05362	P00742
15865	DB05364	P10147
15866	DB05367	P25101
15867	DB05369	P25021
15868	DB05372	P21554
15869	DB05374	P00533
15870	DB05381	P35367
15871	DB05381	P25021
15872	DB05381	Q9Y5N1
15873	DB05381	Q9H3N8
15874	DB05381	Q05940
15875	DB05381	Q96RJ0
15876	DB05382	P03915
15877	DB05383	P35228
15878	DB05383	P15121
15879	DB05383	P35625
15880	DB05386	P15509
15881	DB05386	Q16498
15882	DB05387	P08253
15883	DB05387	P14780
15884	DB05387	P39900
15885	DB05389	Q7L5Y9
15886	DB05389	Q86VB7
15887	DB05390	P41231
15888	DB05391	P07359
15889	DB05395	P13945
15890	DB05398	P21926
15891	DB05399	P19320
15892	DB05403	P53778
15893	DB05404	P04637
15894	DB05407	P05305
15895	DB05408	P29466
15896	DB05408	P42574
15897	DB05408	P55210
15898	DB05412	Q16539
15899	DB05412	P01375
15900	DB05412	P01584
15901	DB05412	P00403
15902	DB05413	P05154
15903	DB05415	O76074
15904	DB05416	Q03181
15905	DB05416	Q07869
15906	DB05417	P23415
15907	DB05418	P25103
15908	DB05419	Q9NYX4
15909	DB05420	P23921
15910	DB05421	P25103
15911	DB05422	P31645
15912	DB05423	P04150
15913	DB05424	P00533
15914	DB05428	Q16881
15915	DB05428	Q9NNW7
15916	DB05428	P31350
15917	DB05429	P51671
15918	DB05431	P09917
15919	DB05432	Q9NYX4
15920	DB05434	P09038
15921	DB05434	P14210
15922	DB05434	P15692
15923	DB05434	P10145
15924	DB05442	P01584
15925	DB05443	P41145
15926	DB05446	P02749
15927	DB05447	P41235
15928	DB05448	Q16881
15929	DB05449	P08183
15930	DB05451	Q00653
15931	DB05451	P19838
15932	DB05452	P37288
15933	DB05452	P47901
15934	DB05455	P47901
15935	DB05457	P04818
15936	DB05458	P43681
15937	DB05458	P17787
15938	DB05459	P29460
15939	DB05459	Q9NPF7
15940	DB05460	P09211
15941	DB05461	P41595
15942	DB05461	P18825
15943	DB05461	P18089
15944	DB05463	Q9NR96
15945	DB05464	Q00653
15946	DB05464	P19838
15947	DB05465	P36888
15948	DB05465	Q9GZP0
15949	DB05466	P25103
15950	DB05467	P13631
15951	DB05468	P13612
15952	DB05469	P35348
15953	DB05469	P35368
15954	DB05469	P25100
15955	DB05470	Q16539
15956	DB05470	P01375
15957	DB05470	P01584
15958	DB05470	P05231
15959	DB05471	P19838
15960	DB05471	Q00653
15961	DB05472	P17181
15962	DB05472	P48551
15963	DB05475	O60603
15964	DB05475	O00206
15965	DB05475	Q9NYK1
15966	DB05475	Q9NR96
15967	DB05476	Q03405
15968	DB05478	P08684
15969	DB05479	Q01726
15970	DB05481	P01009
15971	DB05482	P11387
15972	DB05483	Q5T4S7
15973	DB05483	P08048
15974	DB05484	P10145
15975	DB05487	P03372
15976	DB05487	Q00653
15977	DB05487	P19838
15978	DB05488	Q02880
15979	DB05490	P37231
15980	DB05492	P35372
15981	DB05492	P28223
15982	DB05492	P41595
15983	DB05492	P28335
15984	DB05492	P35348
15985	DB05492	P35368
15986	DB05492	P25100
15987	DB05492	P08913
15988	DB05492	P18089
15989	DB05492	P18825
15990	DB05492	P35367
15991	DB05492	P41146
15992	DB05494	P27707
15993	DB05495	P14780
15994	DB05501	P61073
15995	DB05501	P51681
15996	DB05505	P24557
15997	DB05506	P18031
15998	DB05507	P29466
15999	DB05507	P01584
16000	DB05509	P35372
16001	DB05509	P08908
16002	DB05511	P0DMS8
16003	DB05513	P05231
16004	DB05513	P01375
16005	DB05514	P51788
16006	DB05518	P09467
16007	DB05521	Q9Y6L6
16008	DB05521	O94956
16009	DB05521	P10619
16010	DB05521	P00747
16011	DB05521	P43235
16012	DB05521	P07858
16013	DB05521	O60911
16014	DB05521	Q9UNI1
16015	DB05521	P08246
16016	DB05521	P23946
16017	DB05521	P25774
16018	DB05521	P07711
16019	DB05524	P00533
16020	DB05530	Q9NR96
16021	DB05532	Q5NUL3
16022	DB05533	P15121
16023	DB05540	P30520
16024	DB05540	Q8N142
16025	DB05541	Q7L0J3
16026	DB05541	P35498
16027	DB05541	Q9Y5Y9
16028	DB05541	Q9UI33
16029	DB05541	Q99250
16030	DB05541	Q9NY46
16031	DB05541	P35499
16032	DB05541	Q14524
16033	DB05541	Q01118
16034	DB05541	Q9UQD0
16035	DB05541	Q15858
16036	DB05541	Q07699
16037	DB05541	O60939
16038	DB05541	Q9NY72
16039	DB05541	Q8IWT1
16040	DB05542	Q13639
16041	DB05552	O00329
16042	DB05552	P48736
16043	DB05553	Q9H244
16044	DB05559	Q00653
16045	DB05559	P19838
16046	DB05562	P08908
16047	DB05578	P35968
16048	DB05590	P07550
16049	DB05595	P15328
16050	DB05607	P41595
16051	DB05624	P30968
16052	DB05630	P11387
16053	DB05642	P46098
16054	DB05642	P23975
16055	DB05662	P03372
16056	DB05667	P15538
16057	DB05667	Q16850
16058	DB05668	P26358
16059	DB05675	P02671
16060	DB05676	Q08499
16061	DB05676	P27815
16062	DB05676	Q07343
16063	DB05676	P01375
16064	DB05676	P60568
16065	DB05676	P01579
16066	DB05676	P29474
16067	DB05676	Q08493
16068	DB05678	P55157
16069	DB05679	P29460
16070	DB05679	Q9NPF7
16071	DB05679	P29459
16072	DB05685	P33151
16073	DB05687	P14416
16074	DB05687	P28223
16075	DB05688	P31645
16076	DB05688	P23975
16077	DB05695	P41180
16078	DB05706	P11388
16079	DB05708	P36544
16080	DB05710	P32297
16081	DB05712	Q96IY4
16082	DB05713	P00742
16083	DB05714	P00734
16084	DB05736	P43235
16085	DB05737	P14555
16086	DB05737	O15496
16087	DB05739	P30556
16088	DB05739	P50052
16089	DB05740	Q15822
16090	DB05740	P17787
16091	DB05740	P36544
16092	DB05740	P43681
16093	DB05740	Q9GZZ6
16094	DB05740	Q9UGM1
16095	DB05744	P01375
16096	DB05744	P05231
16097	DB05744	P02741
16098	DB05744	P22301
16099	DB05749	P11511
16100	DB05750	P21554
16101	DB05752	P11229
16102	DB05752	P08172
16103	DB05752	P20309
16104	DB05752	P08173
16105	DB05752	P08912
16106	DB05758	P01375
16107	DB05766	P11229
16108	DB05766	P14416
16109	DB05766	P35462
16110	DB05767	P01375
16111	DB05767	P01584
16112	DB05767	P05231
16113	DB05767	Q00653
16114	DB05767	P19838
16115	DB05771	P22301
16116	DB05773	P04626
16117	DB05773	P04350
16118	DB05773	P07437
16119	DB05773	P68371
16120	DB05773	Q13509
16121	DB05773	Q13885
16122	DB05773	Q3ZCM7
16123	DB05773	Q9BUF5
16124	DB05773	Q9BVA1
16125	DB05773	Q9H4B7
16126	DB05777	P00734
16127	DB05777	P12259
16128	DB05785	P10276
16129	DB05785	P10826
16130	DB05785	P13631
16131	DB05785	P05412
16132	DB05786	Q96AE4
16133	DB05786	O96017
16134	DB05787	P05106
16135	DB05790	P25103
16136	DB05792	Q5T1J1
16137	DB05793	Q5NUL3
16138	DB05796	P08473
16139	DB05797	P12319
16140	DB05798	P13861
16141	DB05798	P10644
16142	DB05801	P31350
16143	DB05806	P11387
16144	DB05812	P05093
16145	DB05812	P08684
16146	DB05812	P15538
16147	DB05812	P19099
16148	DB05814	P62942
16149	DB05824	Q05586
16150	DB05829	Q03431
16151	DB05829	P49190
16152	DB05831	P16422
16153	DB05838	P30518
16154	DB05846	P05067
16155	DB05848	P29460
16156	DB05849	P07550
16157	DB05854	P37231
16158	DB05855	P17787
16159	DB05855	P10145
16160	DB05864	P50579
16161	DB05867	Q9UNP4
16162	DB05869	P01375
16163	DB05869	P09429
16164	DB05879	P01375
16165	DB05882	P03372
16166	DB05882	Q92731
16167	DB05883	P01270
16168	DB05885	Q7L0J3
16169	DB05885	Q00975
16170	DB05885	P23415
16171	DB05885	P48167
16172	DB05889	P20273
16173	DB05890	P15692
16174	DB05892	P01138
16175	DB05895	O14763
16176	DB05897	P08069
16177	DB05905	Q13639
16178	DB05906	P51681
16179	DB05913	P10721
16180	DB05913	P17948
16181	DB05915	O14793
16182	DB05916	Q15116
16183	DB05920	P11388
16184	DB05928	O75469
16185	DB05930	P40238
16186	DB05931	P35968
16187	DB05932	P15692
16188	DB05932	P17948
16189	DB05932	P35916
16190	DB05934	P48061
16191	DB05936	P29275
16192	DB05938	P05067
16193	DB05939	Q99527
16194	DB05941	P51681
16195	DB05943	P32927
16196	DB05943	P31785
16197	DB05944	P04626
16198	DB05944	P00533
16199	DB05945	P58335
16200	DB05945	Q9H6X2
16201	DB05950	Q00975
16202	DB05956	P19793
16203	DB05956	Q13224
16204	DB05959	Q9Y6Q6
16205	DB05959	Q16665
16206	DB05959	P40763
16207	DB05961	P05155
16208	DB05961	P05154
16209	DB05961	P01009
16210	DB05964	P31645
16211	DB05964	P23975
16212	DB05964	P14416
16213	DB05966	P03372
16214	DB05966	Q92731
16215	DB05967	Q969F8
16216	DB05968	P01375
16217	DB05969	P50613
16218	DB05969	P15692
16219	DB05971	P31749
16220	DB05983	P25963
16221	DB05984	P35968
16222	DB05984	P15056
16223	DB05990	Q96RI1
16224	DB05990	Q8TDU6
16225	DB05992	P01375
16226	DB05993	P50406
16227	DB05996	Q14956
16228	DB06011	P27487
16229	DB06013	P11388
16230	DB06016	P35462
16231	DB06016	P14416
16232	DB06016	P08908
16233	DB06016	P41595
16234	DB06016	P28223
16235	DB06016	P35367
16236	DB06016	P28335
16237	DB06016	P34969
16238	DB06016	P25100
16239	DB06016	P21728
16240	DB06021	P00533
16241	DB06021	P04626
16242	DB06040	P52732
16243	DB06042	P07437
16244	DB06042	Q9H4B7
16245	DB06042	Q13509
16246	DB06042	P04350
16247	DB06042	P11388
16248	DB06042	Q02880
16249	DB06043	P16234
16250	DB06050	P00451
16251	DB06061	Q13233
16252	DB06064	Q02156
16253	DB06069	P11387
16254	DB06070	P07900
16255	DB06070	P08238
16256	DB06073	P56817
16257	DB06075	P08069
16258	DB06077	P28223
16259	DB06077	P14416
16260	DB06080	P36888
16261	DB06080	P17948
16262	DB06080	P35968
16263	DB06080	P35916
16264	DB06080	P10721
16265	DB06080	P07333
16266	DB06081	P04275
16267	DB06082	Q16665
16268	DB06083	P29460
16269	DB06083	P60568
16270	DB06083	P05231
16271	DB06083	P10145
16272	DB06089	P51787
16273	DB06089	O43525
16274	DB06089	P56696
16275	DB06089	Q9NR82
16276	DB06089	O43526
16277	DB06090	Q693P7
16278	DB06094	P04792
16279	DB06096	P29475
16280	DB06096	P28222
16281	DB06096	P28221
16282	DB06097	Q02224
16283	DB06098	P45880
16284	DB06098	Q9Y277
16285	DB06101	P17948
16286	DB06101	P35968
16287	DB06101	P35916
16288	DB06103	P20839
16289	DB06103	P12268
16290	DB06109	P28223
16291	DB06109	P14416
16292	DB06116	P02778
16293	DB06124	P20807
16294	DB06127	P27487
16295	DB06133	P10275
16296	DB06134	O14965
16297	DB06134	Q9UQB9
16298	DB06137	P12931
16299	DB06138	P24530
16300	DB06140	P50406
16301	DB06144	P14416
16302	DB06144	P28223
16303	DB06144	P28335
16304	DB06144	P50406
16305	DB06144	Q12809
16306	DB06144	P35348
16307	DB06144	P35368
16308	DB06144	P25100
16309	DB06144	P34969
16310	DB06144	P20309
16311	DB06144	P18825
16312	DB06144	P18089
16313	DB06144	P08913
16314	DB06144	P28221
16315	DB06144	P30939
16316	DB06144	P28566
16317	DB06144	P07550
16318	DB06144	P08588
16319	DB06144	P08183
16320	DB06144	P08908
16321	DB06144	P21728
16322	DB06144	P21917
16323	DB06144	P28222
16324	DB06144	P35367
16325	DB06144	P35462
16326	DB06147	P25101
16327	DB06148	P08913
16328	DB06148	P28223
16329	DB06148	P28335
16330	DB06148	P35367
16331	DB06148	P23975
16332	DB06148	P31645
16333	DB06148	Q9H3N8
16334	DB06148	P08908
16335	DB06148	P18825
16336	DB06148	P41595
16337	DB06148	P30939
16338	DB06148	P18089
16339	DB06148	P35462
16340	DB06148	P41145
16341	DB06148	Q01959
16342	DB06148	P34969
16343	DB06148	P14416
16344	DB06148	P50406
16345	DB06148	P35348
16346	DB06148	P35368
16347	DB06148	P25100
16348	DB06148	P21728
16349	DB06148	P21918
16350	DB06148	P25021
16351	DB06148	P11229
16352	DB06148	P08172
16353	DB06148	P20309
16354	DB06148	P08173
16355	DB06148	P08912
16356	DB06148	P46098
16357	DB06148	P21917
16358	DB06148	P35498
16359	DB06148	Q99250
16360	DB06148	Q9NY46
16361	DB06148	P28221
16362	DB06148	P28222
16363	DB06151	P48637
16364	DB06151	Q9UPY5
16365	DB06151	Q03154
16366	DB06151	O14920
16367	DB06151	O15111
16368	DB06151	Q13224
16369	DB06151	Q05586
16370	DB06151	Q12879
16371	DB06151	O15399
16372	DB06151	Q8TCU5
16373	DB06151	P04179
16374	DB06151	P15692
16375	DB06151	P99999
16376	DB06152	Q9P0X4
16377	DB06152	P48551
16378	DB06152	P25100
16379	DB06152	P35348
16380	DB06152	P35368
16381	DB06153	P11229
16382	DB06153	P08172
16383	DB06153	P20309
16384	DB06153	P28223
16385	DB06153	P41595
16386	DB06153	P28335
16387	DB06153	P08908
16388	DB06153	P28222
16389	DB06153	P28221
16390	DB06153	P35367
16391	DB06153	P35348
16392	DB06153	P35368
16393	DB06153	P25100
16394	DB06153	P08913
16395	DB06153	P18089
16396	DB06153	P18825
16397	DB06153	P14416
16398	DB06153	P34969
16399	DB06154	P69905
16400	DB06154	P68871
16401	DB06155	P21554
16402	DB06155	Q9Y2T6
16403	DB06155	P22303
16404	DB06155	Q12809
16405	DB06155	P34972
16406	DB06155	Q14330
16407	DB06156	P31645
16408	DB06156	P23975
16409	DB06156	Q01959
16410	DB06157	P16615
16411	DB06157	P05023
16412	DB06159	P11387
16413	DB06162	P06734
16414	DB06168	P01584
16415	DB06174	Q99720
16416	DB06176	Q13547
16417	DB06176	Q92769
16418	DB06176	P56524
16419	DB06176	Q9UBN7
16420	DB06176	P33527
16421	DB06176	O15379
16422	DB06176	Q8WUI4
16423	DB06176	Q969S8
16424	DB06176	Q96DB2
16425	DB06176	Q9BY41
16426	DB06176	Q9UKV0
16427	DB06176	Q9UQL6
16428	DB06176	O75376
16429	DB06176	Q9Y618
16430	DB06184	P98170
16431	DB06185	P00491
16432	DB06186	P16410
16433	DB06190	P13945
16434	DB06191	P08183
16435	DB06194	P11473
16436	DB06195	P06493
16437	DB06195	P24941
16438	DB06195	P27361
16439	DB06195	P28482
16440	DB06195	P50613
16441	DB06195	P50750
16442	DB06195	P49674
16443	DB06196	P30411
16444	DB06196	P15144
16445	DB06196	P46663
16446	DB06199	P25101
16447	DB06201	P41594
16448	DB06201	Q15858
16449	DB06201	P35498
16450	DB06201	P35499
16451	DB06201	Q01118
16452	DB06201	Q14524
16453	DB06201	Q99250
16454	DB06201	Q9NY46
16455	DB06201	Q9UI33
16456	DB06201	Q9UQD0
16457	DB06201	Q9Y5Y9
16458	DB06202	P03372
16459	DB06202	Q92731
16460	DB06202	P34972
16461	DB06203	P27487
16462	DB06204	P35372
16463	DB06204	P23975
16464	DB06204	P41145
16465	DB06204	P41143
16466	DB06204	P46098
16467	DB06204	P31645
16468	DB06205	P01137
16469	DB06207	P35348
16470	DB06207	P35368
16471	DB06207	P25100
16472	DB06207	P08183
16473	DB06209	Q9H244
16474	DB06210	P40238
16475	DB06212	P30518
16476	DB06212	P37288
16477	DB06213	P29274
16478	DB06213	P30542
16479	DB06216	P14416
16480	DB06216	P28223
16481	DB06216	P08908
16482	DB06216	P28222
16483	DB06216	P41595
16484	DB06216	P28335
16485	DB06216	P47898
16486	DB06216	P50406
16487	DB06216	P34969
16488	DB06216	P08913
16489	DB06216	P18089
16490	DB06216	P18825
16491	DB06216	P35348
16492	DB06216	P21728
16493	DB06216	P35462
16494	DB06216	P21917
16495	DB06216	P35367
16496	DB06216	P25021
16497	DB06216	P08588
16498	DB06216	P07550
16499	DB06216	P35368
16500	DB06216	P21918
16501	DB06216	P08912
16502	DB06216	P46098
16503	DB06216	P11229
16504	DB06216	P08172
16505	DB06216	Q01959
16506	DB06216	P20309
16507	DB06216	P28566
16508	DB06216	P28221
16509	DB06217	Q14524
16510	DB06217	P22460
16511	DB06217	Q9UK17
16512	DB06217	Q12809
16513	DB06218	Q15858
16514	DB06218	Q9NY46
16515	DB06218	Q9Y5Y9
16516	DB06218	Q16555
16517	DB06218	P00918
16518	DB06218	O43570
16519	DB06218	P22748
16520	DB06218	Q8N1Q1
16521	DB06218	P07451
16522	DB06218	P35218
16523	DB06218	Q9ULX7
16524	DB06218	P43166
16525	DB06218	Q16790
16526	DB06218	P00915
16527	DB06218	Q9Y2D0
16528	DB06218	P23280
16529	DB06226	P04439
16530	DB06228	P00742
16531	DB06228	Q9Y5Y6
16532	DB06229	P14416
16533	DB06229	P35367
16534	DB06229	P35348
16535	DB06229	P35368
16536	DB06229	P08913
16537	DB06229	P25100
16538	DB06229	P18089
16539	DB06229	P18825
16540	DB06229	P28223
16541	DB06229	P41595
16542	DB06229	P28335
16543	DB06230	P35372
16544	DB06230	P41145
16545	DB06230	P41143
16546	DB06231	P32418
16547	DB06233	P42345
16548	DB06237	O76074
16549	DB06237	P51160
16550	DB06240	P08183
16551	DB06241	P01730
16552	DB06243	P11926
16553	DB06245	Q03405
16554	DB06245	P02671
16555	DB06245	P06870
16556	DB06245	O15230
16557	DB06245	P00742
16558	DB06245	P02751
